,user_id,book_id,title
0,207,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
1,590,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
2,656,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
3,779,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
4,1147,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
5,1450,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
6,1926,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
7,2593,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
8,2965,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
9,3028,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
10,3384,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
11,4159,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
12,4398,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
13,4647,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
14,3909,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
15,5028,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
16,1154,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
17,5149,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
18,6533,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
19,4785,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
20,7566,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
21,7339,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
22,4276,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
23,1829,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
24,8188,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
25,8193,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
26,8227,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
27,8251,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
28,6161,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
29,8296,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
30,8312,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
31,6809,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
32,8943,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
33,4962,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
34,9045,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
35,9101,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
36,8448,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
37,8171,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
38,9473,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
39,7561,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
40,8797,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
41,8634,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
42,10321,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
43,10529,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
44,10654,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
45,10777,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
46,10810,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
47,11019,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
48,11406,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
49,133,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
50,4666,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
51,11917,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
52,11962,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
53,8351,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
54,4851,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
55,12331,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
56,12023,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
57,12486,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
58,12635,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
59,12703,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
60,12800,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
61,12866,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
62,13065,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
63,11929,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
64,12536,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
65,9471,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
66,12840,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
67,13146,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
68,14346,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
69,14264,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
70,14645,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
71,14786,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
72,12183,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
73,15247,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
74,15344,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
75,15415,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
76,15463,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
77,15510,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
78,14054,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
79,15746,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
80,15766,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
81,16273,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
82,4221,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
83,17078,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
84,17093,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
85,15675,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
86,17514,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
87,18173,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
88,18189,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
89,18888,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
90,19653,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
91,16098,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
92,19401,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
93,16682,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
94,21438,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
95,20647,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
96,22825,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
97,22162,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
98,15472,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
99,23557,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
100,16206,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
101,23948,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
102,10715,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
103,16099,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
104,24188,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
105,14394,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
106,24755,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
107,24870,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
108,24955,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
109,25175,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
110,24959,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
111,12963,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
112,24574,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
113,26769,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
114,26979,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
115,25631,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
116,27228,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
117,22551,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
118,14337,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
119,27932,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
120,28386,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
121,28371,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
122,12870,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
123,28817,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
124,27606,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
125,20011,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
126,2263,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
127,27375,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
128,30657,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
129,19669,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
130,31196,25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)"
